var_num	P-A	GOOD?
0	-0.00132585578164	GOOD
1	-1.03752951608	BAD
2	-0.0994779841214	GOOD
3	-6.09672155871e-06	GOOD
4	-1.00007313755	BAD
5	-1.02930824051	BAD
6	-1.00000201503	BAD
7	-3.06356048755	BAD
8	-1.00000789194	BAD
9	-1.00000249225	BAD
10	-0.582085124996	BAD
11	-2.00000204396	BAD
12	-2.00105794919	BAD
13	-1.00013864534	BAD
14	-2.00000890405	BAD
15	-2.00000092847	BAD
16	-1.48795788388	BAD
17	-0.00515796689489	GOOD

4	14
