var_num	P-A	GOOD?
0	0.998674144218	BAD
1	-1.03752951608	BAD
2	-2.09947798412	BAD
3	-2.00000609672	BAD
4	-2.00007313755	BAD
5	-0.0293082405123	GOOD
6	-1.00000201503	BAD
7	-1.06356048755	BAD
8	-1.00000789194	BAD
9	-2.00000249225	BAD
10	-1.582085125	BAD
11	-2.00000204396	BAD
12	-1.00105794919	BAD
13	-2.00013864534	BAD
14	-1.00000890405	BAD
15	-9.28473340323e-07	GOOD
16	-2.48795788388	BAD
17	-0.00515796689489	GOOD

3	15
