Lipid	Class	Coefficient
hsa_miR_29c_5p	0	-0.0656217833282
hsa_miR_337_3p	0	-0.0600743357719
hsa_miR_150_3p	0	-0.0679936585351
hsa_miR_99b_3p	0	-0.0692620099658
