var_num	P-A	GOOD?
0	1.0	BAD
1	-1.0	BAD
2	-1.0	BAD
3	-3.0	BAD
4	-1.0	BAD
5	-3.0	BAD
6	-1.0	BAD
7	-3.0	BAD
8	-3.0	BAD
9	-3.0	BAD
10	-1.0	BAD
11	-3.0	BAD
12	-1.0	BAD
13	-2.0	BAD
14	-3.0	BAD
15	-1.0	BAD
16	-2.0	BAD
17	-1.0	BAD

0	18
