var_num	P-A	GOOD?
0	1.0	BAD
1	1.19040407675e-110	GOOD
2	3.22035367635e-111	GOOD
3	1.00633502566e-103	GOOD
4	9.56575131674e-105	GOOD
5	2.34563709056e-76	GOOD
6	1.44659766729e-101	GOOD
7	6.66492738238e-174	GOOD
8	1.1405427229e-116	GOOD
9	7.16901321997e-121	GOOD
10	1.44659766729e-101	GOOD
11	4.07155400594e-127	GOOD
12	7.05631681673e-111	GOOD
13	8.48029964745e-128	GOOD
14	9.56575131673e-105	GOOD
15	2.59601875186e-74	GOOD
16	1.03873605833e-123	GOOD
17	1.71663969571e-77	GOOD

17	1
