var_num	P-A	GOOD?
0	1.0	BAD
1	-1.0	BAD
2	-1.0	BAD
3	-2.0	BAD
4	-1.0	BAD
5	-1.0	BAD
6	-2.0	BAD
7	-1.0	BAD
8	-1.0	BAD
9	-3.0	BAD
10	-2.0	BAD
11	-2.0	BAD
12	-1.0	BAD
13	-1.0	BAD
14	9.56575131673e-105	GOOD
15	-1.0	BAD
16	-3.0	BAD
17	-1.0	BAD

1	17
